DATE,CES7072200001
4/1/2001,8327.7
5/1/2001,8354
6/1/2001,8374.7
7/1/2001,8402.8
8/1/2001,8393.9
9/1/2001,8387.7
10/1/2001,8377.8
11/1/2001,8383.4
12/1/2001,8382.5
1/1/2002,8421.4
2/1/2002,8385.7
3/1/2002,8387.2
4/1/2002,8375.9
5/1/2002,8389.4
6/1/2002,8376.8
7/1/2002,8420.3
8/1/2002,8433.1
9/1/2002,8439
10/1/2002,8480.1
11/1/2002,8492.6
12/1/2002,8484.2
1/1/2003,8530.7
2/1/2003,8511.4
3/1/2003,8514.3
4/1/2003,8532.1
5/1/2003,8535.4
6/1/2003,8551.1
7/1/2003,8557
8/1/2003,8590.2
9/1/2003,8637.1
10/1/2003,8679.2
11/1/2003,8691.1
12/1/2003,8712.5
1/1/2004,8737.5
2/1/2004,8753
3/1/2004,8794.5
4/1/2004,8816.5
5/1/2004,8840.5
6/1/2004,8851.7
7/1/2004,8857.4
8/1/2004,8850.9
9/1/2004,8897.6
10/1/2004,8929.8
11/1/2004,8947.8
12/1/2004,8970.2
1/1/2005,8998.7
2/1/2005,9027.2
3/1/2005,9051.8
4/1/2005,9101.4
5/1/2005,9088.7
6/1/2005,9113
7/1/2005,9135.4
8/1/2005,9144.9
9/1/2005,9128.8
10/1/2005,9118.3
11/1/2005,9152.8
12/1/2005,9182.6
1/1/2006,9225.5
2/1/2006,9253.6
3/1/2006,9304.4
4/1/2006,9327.3
5/1/2006,9309.8
6/1/2006,9317.6
7/1/2006,9355.8
8/1/2006,9374
9/1/2006,9371.5
10/1/2006,9399.7
11/1/2006,9451.8
12/1/2006,9478.1
1/1/2007,9517.3
2/1/2007,9532.6
3/1/2007,9535.6
4/1/2007,9552
5/1/2007,9572.3
6/1/2007,9584.2
7/1/2007,9593.4
8/1/2007,9602.1
9/1/2007,9620.4
10/1/2007,9636.9
11/1/2007,9658.2
12/1/2007,9673
1/1/2008,9662
2/1/2008,9658.8
3/1/2008,9647.9
4/1/2008,9632.4
5/1/2008,9627.8
6/1/2008,9622.2
7/1/2008,9628.3
8/1/2008,9604.9
9/1/2008,9572.7
10/1/2008,9547.2
11/1/2008,9514.2
12/1/2008,9484.2
1/1/2009,9462.3
2/1/2009,9448.1
3/1/2009,9419.4
4/1/2009,9387.7
5/1/2009,9425.9
6/1/2009,9433.3
7/1/2009,9431
8/1/2009,9398
9/1/2009,9367.6
10/1/2009,9344
11/1/2009,9333.5
12/1/2009,9304.5
1/1/2010,9298.6
2/1/2010,9294.2
3/1/2010,9311.7
4/1/2010,9322.8
5/1/2010,9340.9
6/1/2010,9352.7
7/1/2010,9358.6
8/1/2010,9379.8
9/1/2010,9430.8
10/1/2010,9452.2
11/1/2010,9455.5
12/1/2010,9479.3
1/1/2011,9482.1
2/1/2011,9509.7
3/1/2011,9550.8
4/1/2011,9583.6
5/1/2011,9599.5
6/1/2011,9618.8
7/1/2011,9626.9
8/1/2011,9653.2
9/1/2011,9690.6
10/1/2011,9720.7
11/1/2011,9767.5
12/1/2011,9791.2
1/1/2012,9834
2/1/2012,9865
3/1/2012,9915.5
4/1/2012,9924.1
5/1/2012,9926.8
6/1/2012,9926.7
7/1/2012,9952.7
8/1/2012,10002.7
9/1/2012,10062.6
10/1/2012,10070.1
11/1/2012,10085.5
12/1/2012,10143.7
1/1/2013,10184.5
2/1/2013,10219.7
3/1/2013,10237.7
4/1/2013,10275.7
5/1/2013,10316.6
6/1/2013,10352.4
7/1/2013,10400.5
8/1/2013,10429.1
9/1/2013,10443.1
10/1/2013,10468.1
11/1/2013,10498.6
12/1/2013,10507.6
1/1/2014,10532
2/1/2014,10543.7
3/1/2014,10600.5
4/1/2014,10638.2
5/1/2014,10671.3
6/1/2014,10697.5
7/1/2014,10709.4
8/1/2014,10732
9/1/2014,10761.7
10/1/2014,10788.6
11/1/2014,10819.8
12/1/2014,10854.8
1/1/2015,10874.1
2/1/2015,10924.4
3/1/2015,10930.1
4/1/2015,10965.5
5/1/2015,10999.8
6/1/2015,11037.7
7/1/2015,11084.5
8/1/2015,11110.8
9/1/2015,11156.6
10/1/2015,11201.1
11/1/2015,11237.4
12/1/2015,11271.3
1/1/2016,11307.1
2/1/2016,11341.7
3/1/2016,11366.7
4/1/2016,11380.3
5/1/2016,11405.4
6/1/2016,11428.8
7/1/2016,11443.8
8/1/2016,11482.1
9/1/2016,11521.7
10/1/2016,11539.3
11/1/2016,11555.8
12/1/2016,11576.6
1/1/2017,11602.3
2/1/2017,11621.4
3/1/2017,11648.7
4/1/2017,11665.7
5/1/2017,11693.8
6/1/2017,11710.1
7/1/2017,11773.2
8/1/2017,11776.2
9/1/2017,11723.4
10/1/2017,11786.6
11/1/2017,11798.8
12/1/2017,11807.1
1/1/2018,11817.5
2/1/2018,11840.7
3/1/2018,11841.8
4/1/2018,11834.4
5/1/2018,11861.9
6/1/2018,11887.3
7/1/2018,11916.8
8/1/2018,11909.5
9/1/2018,11888.8
10/1/2018,11901.6
11/1/2018,11918.7
12/1/2018,11953
1/1/2019,12005.1
2/1/2019,11983.5
3/1/2019,11999.1
4/1/2019,12018.8
5/1/2019,12024.6
6/1/2019,12026.2
7/1/2019,12035.6
8/1/2019,12069.5
9/1/2019,12113.3
10/1/2019,12161.4
11/1/2019,12184
12/1/2019,12203.3
1/1/2020,12232.3
2/1/2020,12303.1
3/1/2020,11669.9
4/1/2020,6227.1
5/1/2020,7688.3
6/1/2020,9156.2
7/1/2020,9680.5
8/1/2020,9780.1
9/1/2020,10012.6
10/1/2020,10204.8
