DATE,LNS17100000
12/1/2006,2077
1/1/2007,1945
2/1/2007,2125
3/1/2007,2088
4/1/2007,1851
5/1/2007,1981
6/1/2007,1753
7/1/2007,1900
8/1/2007,1975
9/1/2007,1910
10/1/2007,1907
11/1/2007,1956
12/1/2007,1951
1/1/2008,2034
2/1/2008,1965
3/1/2008,1996
4/1/2008,2122
5/1/2008,1900
6/1/2008,2016
7/1/2008,2052
8/1/2008,2087
9/1/2008,2293
10/1/2008,2139
11/1/2008,2098
12/1/2008,2080
1/1/2009,2234
2/1/2009,2293
3/1/2009,2212
4/1/2009,2493
5/1/2009,2247
6/1/2009,2609
7/1/2009,2581
8/1/2009,2399
9/1/2009,2582
10/1/2009,2318
11/1/2009,2584
12/1/2009,2355
1/1/2010,2522
2/1/2010,2480
3/1/2010,2613
4/1/2010,2757
5/1/2010,2675
6/1/2010,2371
7/1/2010,2501
8/1/2010,2465
9/1/2010,2347
10/1/2010,2463
11/1/2010,2448
12/1/2010,2612
1/1/2011,2376
2/1/2011,2308
3/1/2011,2366
4/1/2011,2252
5/1/2011,2357
6/1/2011,2398
7/1/2011,2371
8/1/2011,2375
9/1/2011,2382
10/1/2011,2509
11/1/2011,2502
12/1/2011,2482
1/1/2012,2387
2/1/2012,2343
3/1/2012,2370
4/1/2012,2242
5/1/2012,2260
6/1/2012,2248
7/1/2012,2276
8/1/2012,2229
9/1/2012,2359
10/1/2012,2351
11/1/2012,2189
12/1/2012,2145
1/1/2013,2274
2/1/2013,2333
3/1/2013,2151
4/1/2013,2196
5/1/2013,2275
6/1/2013,2291
7/1/2013,2344
8/1/2013,2162
9/1/2013,2085
10/1/2013,2050
11/1/2013,2162
12/1/2013,2195
1/1/2014,2207
2/1/2014,2272
3/1/2014,2289
4/1/2014,2233
5/1/2014,2022
6/1/2014,2176
7/1/2014,1986
8/1/2014,2109
9/1/2014,2166
10/1/2014,2244
11/1/2014,2022
12/1/2014,2142
1/1/2015,1910
2/1/2015,2028
3/1/2015,2037
4/1/2015,2028
5/1/2015,1981
6/1/2015,2179
7/1/2015,1823
8/1/2015,2064
9/1/2015,1957
10/1/2015,1907
11/1/2015,1979
12/1/2015,2097
1/1/2016,1941
2/1/2016,1731
3/1/2016,1867
4/1/2016,1757
5/1/2016,1951
6/1/2016,1936
7/1/2016,1921
8/1/2016,1814
9/1/2016,1990
10/1/2016,2056
11/1/2016,2047
12/1/2016,1871
1/1/2017,1997
2/1/2017,2058
3/1/2017,1895
4/1/2017,1882
5/1/2017,1888
6/1/2017,1875
7/1/2017,2038
8/1/2017,1784
9/1/2017,1978
10/1/2017,1908
11/1/2017,1821
12/1/2017,1826
1/1/2018,1755
2/1/2018,1846
3/1/2018,1850
4/1/2018,1796
5/1/2018,1728
6/1/2018,1633
7/1/2018,1767
8/1/2018,1787
9/1/2018,1676
10/1/2018,1744
11/1/2018,1749
12/1/2018,1689
1/1/2019,1761
2/1/2019,1773
3/1/2019,1745
4/1/2019,1659
5/1/2019,1555
6/1/2019,1681
7/1/2019,1667
8/1/2019,1656
9/1/2019,1660
10/1/2019,1490
11/1/2019,1552
12/1/2019,1758
1/1/2020,1776
2/1/2020,1693
3/1/2020,1410
4/1/2020,1241
5/1/2020,7704
6/1/2020,7764
7/1/2020,5080
8/1/2020,4668
9/1/2020,3296
10/1/2020,3478
