DATE,LREM25FEUSM156S
6/1/1998,73.63192096
7/1/1998,73.7134792
8/1/1998,73.83163365
9/1/1998,74.00787021
10/1/1998,73.71186788
11/1/1998,73.63348769
12/1/1998,74.01743639
1/1/1999,74.34932571
2/1/1999,74.12685364
3/1/1999,73.83306477
4/1/1999,73.80585764
5/1/1999,74.20753949
6/1/1999,74.2303172
7/1/1999,73.75245209
8/1/1999,74.07845222
9/1/1999,74.27316917
10/1/1999,74.4778433
11/1/1999,74.47432298
12/1/1999,74.29387426
1/1/2000,74.46937654
2/1/2000,74.57451811
3/1/2000,74.59845505
4/1/2000,74.95742301
5/1/2000,74.4465901
6/1/2000,74.23439758
7/1/2000,73.84372698
8/1/2000,73.56279845
9/1/2000,73.84245715
10/1/2000,73.907654
11/1/2000,74.0777625
12/1/2000,74.18014023
1/1/2001,74.24124146
2/1/2001,74.21646506
3/1/2001,74.34851679
4/1/2001,73.83009838
5/1/2001,73.72174883
6/1/2001,73.35513917
7/1/2001,73.30004323
8/1/2001,73.13453938
9/1/2001,73.02815818
10/1/2001,72.68144167
11/1/2001,72.56515603
12/1/2001,72.61765537
1/1/2002,72.53804225
2/1/2002,72.78089574
3/1/2002,72.52396411
4/1/2002,72.47283449
5/1/2002,72.17053851
6/1/2002,72.12399023
7/1/2002,71.91321508
8/1/2002,72.16769662
9/1/2002,72.20511906
10/1/2002,72.11881647
11/1/2002,71.87608985
12/1/2002,72.22308319
1/1/2003,72.43129188
2/1/2003,72.10225164
3/1/2003,72.34782898
4/1/2003,72.41034791
5/1/2003,72.15842287
6/1/2003,72.28535767
7/1/2003,71.96771087
8/1/2003,72.00073149
9/1/2003,71.5530605
10/1/2003,71.62014457
11/1/2003,71.73251666
12/1/2003,71.46770007
1/1/2004,71.58421692
2/1/2004,71.7229564
3/1/2004,71.71960712
4/1/2004,71.82880731
5/1/2004,71.8868367
6/1/2004,71.87555204
7/1/2004,71.97074169
8/1/2004,71.87635039
9/1/2004,71.87247521
10/1/2004,71.92744756
11/1/2004,72.02146435
12/1/2004,71.88738504
1/1/2005,71.93542112
2/1/2005,71.89307189
3/1/2005,71.70356793
4/1/2005,71.92549849
5/1/2005,72.06953485
6/1/2005,71.70611173
7/1/2005,72.00674638
8/1/2005,72.09021548
9/1/2005,72.13557821
10/1/2005,71.95347382
11/1/2005,71.94557752
12/1/2005,72.20146977
1/1/2006,72.13389327
2/1/2006,72.32355825
3/1/2006,72.28096424
4/1/2006,72.13035483
5/1/2006,72.35773603
6/1/2006,72.50546879
7/1/2006,72.65933809
8/1/2006,72.59602455
9/1/2006,72.52621983
10/1/2006,72.98074497
11/1/2006,72.74830952
12/1/2006,72.7710156
1/1/2007,72.73282102
2/1/2007,72.47922538
3/1/2007,72.63944851
4/1/2007,72.26843693
5/1/2007,72.50306997
6/1/2007,72.49706666
7/1/2007,72.35569529
8/1/2007,72.51410186
9/1/2007,72.5629089
10/1/2007,72.43404113
11/1/2007,72.55831595
12/1/2007,72.48096897
1/1/2008,72.66988354
2/1/2008,72.49302764
3/1/2008,72.58104249
4/1/2008,72.75138455
5/1/2008,72.5576255
6/1/2008,72.5916408
7/1/2008,72.37121474
8/1/2008,72.0629941
9/1/2008,72.31157337
10/1/2008,71.92263818
11/1/2008,71.7509989
12/1/2008,71.54023477
1/1/2009,71.08706243
2/1/2009,70.93113549
3/1/2009,70.52561195
4/1/2009,70.70842491
5/1/2009,70.29683487
6/1/2009,70.43362776
7/1/2009,70.47743237
8/1/2009,70.08769754
9/1/2009,69.59409618
10/1/2009,69.43760139
11/1/2009,69.77204427
12/1/2009,69.13594825
1/1/2010,69.78764612
2/1/2010,69.66791595
3/1/2010,69.45364185
4/1/2010,69.57081678
5/1/2010,69.20226975
6/1/2010,69.48718784
7/1/2010,69.21077396
8/1/2010,69.06978117
9/1/2010,69.14782983
10/1/2010,69.09351001
11/1/2010,69.09077512
12/1/2010,69.3087652
1/1/2011,69.31265806
2/1/2011,68.88496965
3/1/2011,69.18370786
4/1/2011,69.02828544
5/1/2011,68.88897906
6/1/2011,68.81629036
7/1/2011,69.14955915
8/1/2011,68.98862053
9/1/2011,68.81364223
10/1/2011,68.93587251
11/1/2011,68.74702234
12/1/2011,68.84547766
1/1/2012,68.88546113
2/1/2012,68.86600138
3/1/2012,69.16575506
4/1/2012,69.06629069
5/1/2012,69.17520122
6/1/2012,69.02028972
7/1/2012,69.19038862
8/1/2012,69.30647916
9/1/2012,69.55392294
10/1/2012,69.61314035
11/1/2012,69.2762717
12/1/2012,69.2550566
1/1/2013,68.86776794
2/1/2013,68.98337707
3/1/2013,69.01345538
4/1/2013,69.13521373
5/1/2013,69.37629253
6/1/2013,69.15933065
7/1/2013,69.50820505
8/1/2013,69.61747102
9/1/2013,69.64758341
10/1/2013,69.07334829
11/1/2013,69.25194929
12/1/2013,69.40817286
1/1/2014,69.83059999
2/1/2014,70.03175744
3/1/2014,69.84742481
4/1/2014,69.92735603
5/1/2014,69.88351061
6/1/2014,70.12729991
7/1/2014,69.80797348
8/1/2014,70.10191026
9/1/2014,69.88952072
10/1/2014,70.11142554
11/1/2014,70.19431991
12/1/2014,70.16107049
1/1/2015,70.2047751
2/1/2015,70.26153509
3/1/2015,70.03621994
4/1/2015,70.2511531
5/1/2015,70.48179253
6/1/2015,70.43240956
7/1/2015,70.1586241
8/1/2015,70.27473156
9/1/2015,70.22123659
10/1/2015,70.31519552
11/1/2015,70.65249159
12/1/2015,70.56901339
1/1/2016,70.77243274
2/1/2016,70.85092197
3/1/2016,71.01547933
4/1/2016,70.95840452
5/1/2016,71.05121903
6/1/2016,70.87670005
7/1/2016,71.27352031
8/1/2016,71.13017678
9/1/2016,71.36705255
10/1/2016,71.48994288
11/1/2016,71.38622553
12/1/2016,71.35546781
1/1/2017,71.31996643
2/1/2017,71.6769629
3/1/2017,72.07172802
4/1/2017,72.06523568
5/1/2017,71.88455409
6/1/2017,72.04056677
7/1/2017,72.26388654
8/1/2017,72.08710855
9/1/2017,72.46067973
10/1/2017,72.14473108
11/1/2017,72.55211082
12/1/2017,72.25749177
1/1/2018,72.12163035
2/1/2018,72.35985173
3/1/2018,72.51903235
4/1/2018,72.39832429
5/1/2018,72.48820087
6/1/2018,72.6998172
7/1/2018,72.92474125
8/1/2018,72.84175349
9/1/2018,72.98165527
10/1/2018,73.35915935
11/1/2018,73.19221159
12/1/2018,73.31635496
1/1/2019,73.31243906
2/1/2019,73.35726215
3/1/2019,73.22647984
4/1/2019,73.3717424
5/1/2019,73.35023856
6/1/2019,73.3748065
7/1/2019,72.9290673
8/1/2019,73.90654937
9/1/2019,74.13299745
10/1/2019,74.30977796
11/1/2019,74.23198452
12/1/2019,74.53548369
1/1/2020,74.62977454
2/1/2020,74.64368016
3/1/2020,73.58735784
4/1/2020,63.60031972
5/1/2020,64.92783785
6/1/2020,67.51226392
7/1/2020,67.84338285
8/1/2020,69.15506121
9/1/2020,68.86464803
10/1/2020,70.01963534
