DATE,LNS12000006
1/1/1972,7594
2/1/1972,7644
3/1/1972,7727
4/1/1972,7771
5/1/1972,7813
6/1/1972,7899
7/1/1972,7787
8/1/1972,7812
9/1/1972,7834
10/1/1972,7800
11/1/1972,7927
12/1/1972,7987
1/1/1973,7908
2/1/1973,8058
3/1/1973,8084
4/1/1973,8048
5/1/1973,8008
6/1/1973,8033
7/1/1973,8177
8/1/1973,8193
9/1/1973,8167
10/1/1973,8287
11/1/1973,8266
12/1/1973,8302
1/1/1974,8338
2/1/1974,8271
3/1/1974,8204
4/1/1974,8223
5/1/1974,8271
6/1/1974,8217
7/1/1974,8208
8/1/1974,8221
9/1/1974,8250
10/1/1974,8221
11/1/1974,8056
12/1/1974,7966
1/1/1975,7907
2/1/1975,7848
3/1/1975,7832
4/1/1975,7767
5/1/1975,7844
6/1/1975,7881
7/1/1975,7926
8/1/1975,7900
9/1/1975,7933
10/1/1975,7930
11/1/1975,7966
12/1/1975,7986
1/1/1976,8081
2/1/1976,8099
3/1/1976,8209
4/1/1976,8269
5/1/1976,8252
6/1/1976,8164
7/1/1976,8198
8/1/1976,8263
9/1/1976,8242
10/1/1976,8230
11/1/1976,8361
12/1/1976,8343
1/1/1977,8358
2/1/1977,8406
3/1/1977,8435
4/1/1977,8531
5/1/1977,8506
6/1/1977,8577
7/1/1977,8491
8/1/1977,8531
9/1/1977,8551
10/1/1977,8562
11/1/1977,8638
12/1/1977,8882
1/1/1978,8846
2/1/1978,8952
3/1/1978,8989
4/1/1978,9019
5/1/1978,9060
6/1/1978,9126
7/1/1978,9092
8/1/1978,9139
9/1/1978,9248
10/1/1978,9271
11/1/1978,9221
12/1/1978,9247
1/1/1979,9215
2/1/1979,9227
3/1/1979,9329
4/1/1979,9258
5/1/1979,9272
6/1/1979,9362
7/1/1979,9420
8/1/1979,9367
9/1/1979,9459
10/1/1979,9482
11/1/1979,9454
12/1/1979,9447
1/1/1980,9395
2/1/1980,9386
3/1/1980,9327
4/1/1980,9294
5/1/1980,9280
6/1/1980,9229
7/1/1980,9290
8/1/1980,9313
9/1/1980,9284
10/1/1980,9314
11/1/1980,9334
12/1/1980,9325
1/1/1981,9420
2/1/1981,9339
