DATE,CES6562000101
12/1/2001,11356.9
1/1/2002,11390.8
2/1/2002,11418.7
3/1/2002,11446.3
4/1/2002,11471.9
5/1/2002,11491.9
6/1/2002,11509.8
7/1/2002,11532.1
8/1/2002,11568.3
9/1/2002,11614
10/1/2002,11637.9
11/1/2002,11670.4
12/1/2002,11681.8
1/1/2003,11706.6
2/1/2003,11731
3/1/2003,11753.7
4/1/2003,11783.1
5/1/2003,11808.6
6/1/2003,11826.9
7/1/2003,11817.2
8/1/2003,11836.1
9/1/2003,11849.8
10/1/2003,11877.8
11/1/2003,11890.5
12/1/2003,11918.6
1/1/2004,11934.3
2/1/2004,11943.9
3/1/2004,11980.5
4/1/2004,12010.7
5/1/2004,12036.5
6/1/2004,12051.6
7/1/2004,12067.9
8/1/2004,12085.4
9/1/2004,12100.7
10/1/2004,12131.7
11/1/2004,12150.9
12/1/2004,12169.9
1/1/2005,12180.8
2/1/2005,12204.4
3/1/2005,12219.9
4/1/2005,12243.3
5/1/2005,12275.5
6/1/2005,12304.5
7/1/2005,12338.7
8/1/2005,12362.4
9/1/2005,12383.6
10/1/2005,12394
11/1/2005,12423.8
12/1/2005,12435.6
1/1/2006,12467.8
2/1/2006,12490
3/1/2006,12522
4/1/2006,12536.4
5/1/2006,12560.5
6/1/2006,12580.7
7/1/2006,12608.9
8/1/2006,12631.2
9/1/2006,12660.4
10/1/2006,12687.9
11/1/2006,12716.8
12/1/2006,12755.7
1/1/2007,12777.8
2/1/2007,12807.7
3/1/2007,12835.6
4/1/2007,12872.6
5/1/2007,12897.6
6/1/2007,12934.5
7/1/2007,12959.7
8/1/2007,12999
9/1/2007,13031.3
10/1/2007,13058.8
11/1/2007,13076.4
12/1/2007,13103.4
1/1/2008,13137
2/1/2008,13166.8
3/1/2008,13197.1
4/1/2008,13233.1
5/1/2008,13257.5
6/1/2008,13285.2
7/1/2008,13312.8
8/1/2008,13335.9
9/1/2008,13349
10/1/2008,13367.1
11/1/2008,13398.7
12/1/2008,13422.3
1/1/2009,13435
2/1/2009,13459.1
3/1/2009,13466.3
4/1/2009,13474.7
5/1/2009,13508.1
6/1/2009,13534.8
7/1/2009,13552.6
8/1/2009,13572.6
9/1/2009,13591.6
10/1/2009,13613.2
11/1/2009,13639.5
12/1/2009,13658.4
1/1/2010,13677.1
2/1/2010,13688.5
3/1/2010,13720.7
4/1/2010,13730.3
5/1/2010,13747.9
6/1/2010,13763.7
7/1/2010,13781.6
8/1/2010,13806
9/1/2010,13812.9
10/1/2010,13844.1
11/1/2010,13869.3
12/1/2010,13893
1/1/2011,13899.6
2/1/2011,13918.4
3/1/2011,13945.3
4/1/2011,13975.2
5/1/2011,13989.1
6/1/2011,14012.6
7/1/2011,14042.2
8/1/2011,14069.2
9/1/2011,14100.1
10/1/2011,14118
11/1/2011,14125.1
12/1/2011,14129.9
1/1/2012,14164.4
2/1/2012,14196.7
3/1/2012,14218.7
4/1/2012,14235.4
5/1/2012,14263.1
6/1/2012,14266.3
7/1/2012,14283.5
8/1/2012,14296.1
9/1/2012,14325.2
10/1/2012,14356.4
11/1/2012,14364.8
12/1/2012,14398.7
1/1/2013,14413.9
2/1/2013,14428.2
3/1/2013,14446.8
4/1/2013,14472.1
5/1/2013,14471.3
6/1/2013,14483.6
7/1/2013,14484.2
8/1/2013,14521.3
9/1/2013,14518.3
10/1/2013,14529.7
11/1/2013,14547.9
12/1/2013,14556.9
1/1/2014,14555.5
2/1/2014,14571.8
3/1/2014,14594.6
4/1/2014,14606.4
5/1/2014,14637.5
6/1/2014,14650.5
7/1/2014,14670.6
8/1/2014,14704.8
9/1/2014,14729.5
10/1/2014,14758.2
11/1/2014,14794.6
12/1/2014,14828.5
1/1/2015,14868.5
2/1/2015,14896.1
3/1/2015,14917.3
4/1/2015,14956.1
5/1/2015,14998.7
6/1/2015,15022.5
7/1/2015,15061.9
8/1/2015,15095.6
9/1/2015,15122.3
10/1/2015,15161.7
11/1/2015,15184.7
12/1/2015,15208.6
1/1/2016,15242.4
2/1/2016,15275.2
3/1/2016,15298.6
4/1/2016,15335.7
5/1/2016,15373.8
6/1/2016,15405.7
7/1/2016,15444.2
8/1/2016,15463.9
9/1/2016,15492.9
10/1/2016,15521.1
11/1/2016,15542.9
12/1/2016,15582.7
1/1/2017,15589.1
2/1/2017,15614.2
3/1/2017,15628.5
4/1/2017,15654.9
5/1/2017,15672.4
6/1/2017,15704.9
7/1/2017,15745.1
8/1/2017,15759.6
9/1/2017,15777.4
10/1/2017,15797.7
11/1/2017,15817.6
12/1/2017,15835
1/1/2018,15854.1
2/1/2018,15884
3/1/2018,15900.3
4/1/2018,15916.2
5/1/2018,15941.9
6/1/2018,15951.9
7/1/2018,15961.4
8/1/2018,15987
9/1/2018,16000.3
10/1/2018,16031.9
11/1/2018,16049.6
12/1/2018,16086.8
1/1/2019,16112.6
2/1/2019,16135.4
3/1/2019,16175.5
4/1/2019,16200.7
5/1/2019,16217.2
6/1/2019,16250.4
7/1/2019,16282.1
8/1/2019,16317.6
9/1/2019,16356.8
10/1/2019,16377.2
11/1/2019,16419.2
12/1/2019,16438.6
1/1/2020,16471
2/1/2020,16507.2
3/1/2020,16417.1
4/1/2020,14929.6
5/1/2020,15233.6
6/1/2020,15582.5
7/1/2020,15712.8
8/1/2020,15787
9/1/2020,15859.1
10/1/2020,15917.4
