DATE,LNS12300002
1/1/1948,30.9
2/1/1948,31
3/1/1948,30.7
4/1/1948,31.6
5/1/1948,30.9
6/1/1948,31.9
7/1/1948,32
8/1/1948,31.3
9/1/1948,31.7
10/1/1948,31.1
11/1/1948,31.3
12/1/1948,31.6
1/1/1949,31.2
2/1/1949,31.5
3/1/1949,31.5
4/1/1949,31
5/1/1949,31.1
6/1/1949,30.7
7/1/1949,31.1
8/1/1949,31.2
9/1/1949,31.1
10/1/1949,31.3
11/1/1949,31.6
12/1/1949,31.3
1/1/1950,31.1
2/1/1950,31.1
3/1/1950,31
4/1/1950,32.1
5/1/1950,31.6
6/1/1950,32.1
7/1/1950,31.8
8/1/1950,32.5
9/1/1950,32
10/1/1950,32.6
11/1/1950,32.6
12/1/1950,32.4
1/1/1951,32.7
2/1/1951,32.6
3/1/1951,33.3
4/1/1951,32.9
5/1/1951,33.2
6/1/1951,32.7
7/1/1951,33.8
8/1/1951,33.3
9/1/1951,32.9
10/1/1951,33.2
11/1/1951,33.1
12/1/1951,33.6
1/1/1952,33.7
2/1/1952,33.5
3/1/1952,32.9
4/1/1952,33.1
5/1/1952,33.3
6/1/1952,33.4
7/1/1952,33.1
8/1/1952,33.1
9/1/1952,34.2
10/1/1952,33.3
11/1/1952,34.2
12/1/1952,33.8
1/1/1953,34.1
2/1/1953,33.9
3/1/1953,34.1
4/1/1953,33.6
5/1/1953,33.1
6/1/1953,33.7
7/1/1953,33.6
8/1/1953,33.2
9/1/1953,33.1
10/1/1953,33.1
11/1/1953,32.6
12/1/1953,31.9
1/1/1954,31.9
2/1/1954,33
3/1/1954,32.9
4/1/1954,32.7
5/1/1954,32.4
6/1/1954,32.2
7/1/1954,31.9
8/1/1954,32.1
9/1/1954,32.7
10/1/1954,32.8
11/1/1954,32.7
12/1/1954,32.3
1/1/1955,32.9
2/1/1955,32.8
3/1/1955,32.8
4/1/1955,33.6
5/1/1955,33.3
6/1/1955,33.5
7/1/1955,34.2
8/1/1955,34.6
9/1/1955,34.4
10/1/1955,34.5
11/1/1955,34.7
12/1/1955,35.2
1/1/1956,35
2/1/1956,34.8
3/1/1956,34.5
4/1/1956,34.9
5/1/1956,35.2
6/1/1956,35.1
7/1/1956,35
8/1/1956,35.2
9/1/1956,35.4
10/1/1956,35.2
11/1/1956,35.1
12/1/1956,35.2
1/1/1957,34.9
2/1/1957,35.4
3/1/1957,35.4
4/1/1957,35
5/1/1957,34.9
6/1/1957,35
7/1/1957,35.4
8/1/1957,34.9
9/1/1957,35.2
10/1/1957,35.2
11/1/1957,35
12/1/1957,35.3
1/1/1958,34.7
2/1/1958,34.6
3/1/1958,34.6
4/1/1958,34.5
5/1/1958,34.6
6/1/1958,34.5
7/1/1958,34.3
8/1/1958,34.6
9/1/1958,34.4
10/1/1958,34.5
11/1/1958,34.6
12/1/1958,34.6
1/1/1959,34.8
2/1/1959,34.6
3/1/1959,34.8
4/1/1959,35
5/1/1959,35
6/1/1959,35.2
7/1/1959,35
8/1/1959,35
9/1/1959,34.9
10/1/1959,35.1
11/1/1959,34.9
12/1/1959,35.1
1/1/1960,34.9
2/1/1960,35.1
3/1/1960,34.5
4/1/1960,35.7
5/1/1960,35.8
6/1/1960,36.2
7/1/1960,35.8
8/1/1960,35.7
9/1/1960,36.1
10/1/1960,35.3
11/1/1960,35.7
12/1/1960,35.6
1/1/1961,35.5
2/1/1961,35.6
3/1/1961,35.8
4/1/1961,35.3
5/1/1961,35.2
6/1/1961,35.6
7/1/1961,35.2
8/1/1961,35.3
9/1/1961,34.9
10/1/1961,35.3
11/1/1961,35.3
12/1/1961,35.1
1/1/1962,35.4
2/1/1962,35.6
3/1/1962,35.5
4/1/1962,35.5
5/1/1962,35.5
6/1/1962,35.6
7/1/1962,35.4
8/1/1962,35.8
9/1/1962,35.9
10/1/1962,35.6
11/1/1962,35.5
12/1/1962,35.4
1/1/1963,35.6
2/1/1963,35.7
3/1/1963,35.8
4/1/1963,36
5/1/1963,35.9
6/1/1963,35.7
7/1/1963,35.8
8/1/1963,35.6
9/1/1963,35.8
10/1/1963,36
11/1/1963,36
12/1/1963,35.9
1/1/1964,35.9
2/1/1964,36.3
3/1/1964,36.2
4/1/1964,36.7
5/1/1964,36.6
6/1/1964,36.5
7/1/1964,36.2
8/1/1964,36.4
9/1/1964,36.2
10/1/1964,36.2
11/1/1964,36.3
12/1/1964,36.4
1/1/1965,36.4
2/1/1965,36.4
3/1/1965,36.6
