DATE,CES4348100001
4/1/2008,500.2
5/1/2008,497.2
6/1/2008,493.8
7/1/2008,490.7
8/1/2008,485.4
9/1/2008,481.8
10/1/2008,478.9
11/1/2008,477
12/1/2008,473.1
1/1/2009,469.6
2/1/2009,468.4
3/1/2009,466.7
4/1/2009,460
5/1/2009,461.3
6/1/2009,459.7
7/1/2009,460.4
8/1/2009,461.5
9/1/2009,461.8
10/1/2009,462.8
11/1/2009,461.1
12/1/2009,460.6
1/1/2010,462.1
2/1/2010,463.8
3/1/2010,462.2
4/1/2010,461.2
5/1/2010,459.8
6/1/2010,458
7/1/2010,456.7
8/1/2010,456.2
9/1/2010,455.3
10/1/2010,455.1
11/1/2010,455
12/1/2010,455
1/1/2011,453.6
2/1/2011,454
3/1/2011,454.3
4/1/2011,455
5/1/2011,456.1
6/1/2011,457.4
7/1/2011,459.3
8/1/2011,458.2
9/1/2011,458.7
10/1/2011,458.8
11/1/2011,458.1
12/1/2011,458.8
1/1/2012,461.3
2/1/2012,460.6
3/1/2012,460.2
4/1/2012,460
5/1/2012,460.6
6/1/2012,461.5
7/1/2012,461.1
8/1/2012,461.1
9/1/2012,458.5
10/1/2012,457
11/1/2012,455.3
12/1/2012,453.2
1/1/2013,450.1
2/1/2013,448.9
3/1/2013,448.5
4/1/2013,448
5/1/2013,446.3
6/1/2013,444.8
7/1/2013,442.4
8/1/2013,441.1
9/1/2013,440.5
10/1/2013,439.3
11/1/2013,440.8
12/1/2013,442.6
1/1/2014,441.4
2/1/2014,440.6
3/1/2014,442.1
4/1/2014,440.2
5/1/2014,442.7
6/1/2014,443.6
7/1/2014,444.2
8/1/2014,443.8
9/1/2014,444.2
10/1/2014,447.3
11/1/2014,449.8
12/1/2014,448.8
1/1/2015,450
2/1/2015,451.4
3/1/2015,451
4/1/2015,453.5
5/1/2015,454.1
6/1/2015,456.1
7/1/2015,459.3
8/1/2015,460.8
9/1/2015,464
10/1/2015,465.2
11/1/2015,466.3
12/1/2015,468
1/1/2016,469.5
2/1/2016,470.2
3/1/2016,471.4
4/1/2016,473.6
5/1/2016,477.2
6/1/2016,478.3
7/1/2016,479.3
8/1/2016,481.2
9/1/2016,481.1
10/1/2016,481.5
11/1/2016,482.2
12/1/2016,483.7
1/1/2017,485.5
2/1/2017,486.2
3/1/2017,488.6
4/1/2017,489.1
5/1/2017,490.1
6/1/2017,490.2
7/1/2017,490.7
8/1/2017,492.8
9/1/2017,494
10/1/2017,496.6
11/1/2017,497.5
12/1/2017,496.7
1/1/2018,496.6
2/1/2018,498.4
3/1/2018,497.3
4/1/2018,498.2
5/1/2018,496.9
6/1/2018,496.9
7/1/2018,497.1
8/1/2018,497
9/1/2018,497.2
10/1/2018,496.1
11/1/2018,495.4
12/1/2018,497.8
1/1/2019,498.9
2/1/2019,501.8
3/1/2019,500.7
4/1/2019,500.3
5/1/2019,500.1
6/1/2019,503.3
7/1/2019,505.2
8/1/2019,503.1
9/1/2019,503.5
10/1/2019,507.3
11/1/2019,507.2
12/1/2019,508.2
1/1/2020,509.2
2/1/2020,511.2
3/1/2020,512.1
4/1/2020,433.1
5/1/2020,383.8
6/1/2020,378.6
7/1/2020,395.4
8/1/2020,405.9
9/1/2020,404.4
10/1/2020,386.7
