DATE,LNS12300001
1/1/1948,83.8
2/1/1948,83.9
3/1/1948,83
4/1/1948,83.3
5/1/1948,83.1
6/1/1948,83.7
7/1/1948,83.8
8/1/1948,83.5
9/1/1948,83.2
10/1/1948,83.5
11/1/1948,83.3
12/1/1948,83.5
1/1/1949,82.8
2/1/1949,82.6
3/1/1949,82.1
4/1/1949,82
5/1/1949,81.3
6/1/1949,80.9
7/1/1949,80.4
8/1/1949,80.7
9/1/1949,81
10/1/1949,80
11/1/1949,81.2
12/1/1949,81
1/1/1950,80.7
2/1/1950,80.7
3/1/1950,80.7
4/1/1950,81.1
5/1/1950,81.6
6/1/1950,81.8
7/1/1950,82
8/1/1950,82.8
9/1/1950,82.9
10/1/1950,83
11/1/1950,83.1
12/1/1950,83
1/1/1951,83.1
2/1/1951,83.7
3/1/1951,84.5
4/1/1951,84.1
5/1/1951,84.5
6/1/1951,84
7/1/1951,83.9
8/1/1951,84.1
9/1/1951,84
10/1/1951,84.1
11/1/1951,83.8
12/1/1951,84.5
1/1/1952,84.4
2/1/1952,84.5
3/1/1952,84.2
4/1/1952,84
5/1/1952,84.2
6/1/1952,84
7/1/1952,83.7
8/1/1952,83.2
9/1/1952,83.3
10/1/1952,83.4
11/1/1952,83.5
12/1/1952,84.3
1/1/1953,84.1
2/1/1953,84.7
3/1/1953,84.7
4/1/1953,84
5/1/1953,83.7
6/1/1953,83.8
7/1/1953,83.8
8/1/1953,83.6
9/1/1953,83.1
10/1/1953,82.9
11/1/1953,83
12/1/1953,82.2
1/1/1954,82
2/1/1954,82
3/1/1954,81
4/1/1954,81.1
5/1/1954,80.8
6/1/1954,80.7
7/1/1954,80.6
8/1/1954,80.8
9/1/1954,80.9
10/1/1954,80.6
11/1/1954,80.7
12/1/1954,80.6
1/1/1955,81
2/1/1955,81
3/1/1955,81.2
4/1/1955,81.2
5/1/1955,81.6
6/1/1955,81.5
7/1/1955,82.1
8/1/1955,82
9/1/1955,82.4
10/1/1955,82.3
11/1/1955,82.5
12/1/1955,82.7
1/1/1956,82.9
2/1/1956,82.6
3/1/1956,82.5
4/1/1956,82.5
5/1/1956,82.4
6/1/1956,82.3
7/1/1956,82.2
8/1/1956,82.3
9/1/1956,82.1
10/1/1956,82
11/1/1956,81.7
12/1/1956,81.7
1/1/1957,81.5
2/1/1957,81.9
3/1/1957,82.2
4/1/1957,81.8
5/1/1957,81.7
6/1/1957,81.8
7/1/1957,81.8
8/1/1957,81.2
9/1/1957,81
10/1/1957,80.7
11/1/1957,80.1
12/1/1957,80.1
1/1/1958,79.3
2/1/1958,78.7
3/1/1958,78.3
4/1/1958,78.1
5/1/1958,78.3
6/1/1958,78.1
7/1/1958,78.2
8/1/1958,78.3
9/1/1958,78.6
10/1/1958,78.9
11/1/1958,78.7
12/1/1958,78.6
1/1/1959,78.8
2/1/1959,78.7
3/1/1959,79.3
4/1/1959,79.8
5/1/1959,79.6
6/1/1959,79.5
7/1/1959,79.8
8/1/1959,79.4
9/1/1959,79.3
10/1/1959,79.2
11/1/1959,78.6
12/1/1959,79.7
1/1/1960,79.4
2/1/1960,79.6
3/1/1960,78.5
4/1/1960,79.4
5/1/1960,79.2
6/1/1960,78.9
7/1/1960,78.7
8/1/1960,78.7
9/1/1960,78.9
10/1/1960,78.5
11/1/1960,78.7
12/1/1960,78.1
1/1/1961,78
2/1/1961,77.4
3/1/1961,77.6
4/1/1961,77.2
5/1/1961,77.3
6/1/1961,77.7
7/1/1961,77.3
8/1/1961,77.6
9/1/1961,77.4
10/1/1961,77.5
11/1/1961,77.9
12/1/1961,77.8
1/1/1962,77.8
2/1/1962,78.2
3/1/1962,78.2
4/1/1962,77.7
5/1/1962,78.1
6/1/1962,77.8
7/1/1962,77.5
8/1/1962,77.7
9/1/1962,77.7
10/1/1962,77.7
11/1/1962,77.2
12/1/1962,77.2
1/1/1963,77
2/1/1963,76.7
3/1/1963,77
4/1/1963,77.1
5/1/1963,77
6/1/1963,77.1
7/1/1963,77.3
8/1/1963,77.3
9/1/1963,77.4
10/1/1963,77.2
11/1/1963,77.1
12/1/1963,76.9
1/1/1964,76.9
2/1/1964,77.1
3/1/1964,77.1
4/1/1964,77.4
5/1/1964,77.7
6/1/1964,77.1
7/1/1964,77.5
8/1/1964,77.3
9/1/1964,77.4
10/1/1964,77.3
11/1/1964,77.3
12/1/1964,77.1
1/1/1965,77.2
2/1/1965,77.3
3/1/1965,77.4
4/1/1965,77.5
5/1/1965,77.8
6/1/1965,77.3
7/1/1965,77.7
8/1/1965,77.5
9/1/1965,77.3
10/1/1965,77.6
11/1/1965,77.6
12/1/1965,77.7
1/1/1966,77.8
2/1/1966,77.7
3/1/1966,77.7
4/1/1966,78
5/1/1966,77.8
6/1/1966,78
7/1/1966,77.9
8/1/1966,77.9
9/1/1966,77.7
10/1/1966,77.9
11/1/1966,78
12/1/1966,77.9
1/1/1967,78.1
2/1/1967,77.9
3/1/1967,77.7
4/1/1967,77.8
5/1/1967,77.8
6/1/1967,78.1
7/1/1967,78.2
8/1/1967,78.1
9/1/1967,78
10/1/1967,78
11/1/1967,77.9
12/1/1967,77.9
