DATE,CES4348400001
6/1/2005,1399.5
7/1/2005,1402.1
8/1/2005,1401.7
9/1/2005,1403.8
10/1/2005,1410.1
11/1/2005,1413.2
12/1/2005,1414.6
1/1/2006,1417.6
2/1/2006,1421.6
3/1/2006,1423.6
4/1/2006,1432.4
5/1/2006,1430.3
6/1/2006,1434.1
7/1/2006,1443.1
8/1/2006,1442.7
9/1/2006,1443.8
10/1/2006,1445.7
11/1/2006,1446.5
12/1/2006,1452.1
1/1/2007,1453.7
2/1/2007,1452.4
3/1/2007,1451.5
4/1/2007,1447.9
5/1/2007,1449.2
6/1/2007,1445.1
7/1/2007,1437.8
8/1/2007,1431.9
9/1/2007,1433.4
10/1/2007,1427.4
11/1/2007,1423.1
12/1/2007,1419.2
1/1/2008,1417.3
2/1/2008,1413.3
3/1/2008,1415.4
4/1/2008,1412.5
5/1/2008,1406.9
6/1/2008,1395.5
7/1/2008,1390.1
8/1/2008,1385.2
9/1/2008,1372.3
10/1/2008,1367.5
11/1/2008,1351.5
12/1/2008,1342.7
1/1/2009,1316.7
2/1/2009,1310.9
3/1/2009,1294.9
4/1/2009,1275.5
5/1/2009,1268
6/1/2009,1262.1
7/1/2009,1256.1
8/1/2009,1252.1
9/1/2009,1252.8
10/1/2009,1246.9
11/1/2009,1246.8
12/1/2009,1240.7
1/1/2010,1238.2
2/1/2010,1236.4
3/1/2010,1234.7
4/1/2010,1238.9
5/1/2010,1243.4
6/1/2010,1245.5
7/1/2010,1251.3
8/1/2010,1256.5
9/1/2010,1259.5
10/1/2010,1264.7
11/1/2010,1271
12/1/2010,1272.9
1/1/2011,1273
2/1/2011,1283.8
3/1/2011,1290.4
4/1/2011,1295.8
5/1/2011,1298.6
6/1/2011,1303.7
7/1/2011,1304.5
8/1/2011,1304.6
9/1/2011,1308.5
10/1/2011,1312.5
11/1/2011,1316.2
12/1/2011,1323.3
1/1/2012,1328.2
2/1/2012,1339.7
3/1/2012,1337.5
4/1/2012,1339.1
5/1/2012,1344.4
6/1/2012,1349.6
7/1/2012,1355.2
8/1/2012,1357.6
9/1/2012,1356.2
10/1/2012,1361.4
11/1/2012,1363
12/1/2012,1367.4
1/1/2013,1372.5
2/1/2013,1376
3/1/2013,1367
4/1/2013,1382.8
5/1/2013,1382.8
6/1/2013,1380.7
7/1/2013,1382.9
8/1/2013,1385.2
9/1/2013,1387.2
10/1/2013,1389
11/1/2013,1391.6
12/1/2013,1392
1/1/2014,1392.3
2/1/2014,1394.4
3/1/2014,1401
4/1/2014,1405.8
5/1/2014,1411.6
6/1/2014,1416
7/1/2014,1420.4
8/1/2014,1423.3
9/1/2014,1429.5
10/1/2014,1435.4
11/1/2014,1435.5
12/1/2014,1442.5
1/1/2015,1443.9
2/1/2015,1448.6
3/1/2015,1443.8
4/1/2015,1443.1
5/1/2015,1452.2
6/1/2015,1460
7/1/2015,1461.5
8/1/2015,1460.5
9/1/2015,1458
10/1/2015,1452.9
11/1/2015,1455.1
12/1/2015,1455.7
1/1/2016,1455.2
2/1/2016,1453.2
3/1/2016,1449.4
4/1/2016,1447.1
5/1/2016,1446.6
6/1/2016,1442.8
7/1/2016,1441.7
8/1/2016,1445.2
9/1/2016,1445.7
10/1/2016,1450.8
11/1/2016,1452
12/1/2016,1451.7
1/1/2017,1447.1
2/1/2017,1451.1
3/1/2017,1453.9
4/1/2017,1456.4
5/1/2017,1454
6/1/2017,1454
7/1/2017,1456.3
8/1/2017,1456.8
9/1/2017,1460.5
10/1/2017,1463.5
11/1/2017,1464.5
12/1/2017,1467.4
1/1/2018,1471.3
2/1/2018,1478.1
3/1/2018,1486.5
4/1/2018,1483.2
5/1/2018,1486.5
6/1/2018,1488.6
7/1/2018,1490.7
8/1/2018,1501.8
9/1/2018,1510.2
10/1/2018,1512.3
11/1/2018,1518
12/1/2018,1522
1/1/2019,1527.9
2/1/2019,1529.6
3/1/2019,1529.7
4/1/2019,1530.5
5/1/2019,1532.4
6/1/2019,1535.3
7/1/2019,1535.4
8/1/2019,1531.5
9/1/2019,1528
10/1/2019,1529.7
11/1/2019,1529.8
12/1/2019,1526.4
1/1/2020,1526.9
2/1/2020,1527.3
3/1/2020,1522.6
4/1/2020,1430.6
5/1/2020,1432.4
6/1/2020,1437.4
7/1/2020,1439.8
8/1/2020,1449.5
9/1/2020,1454.1
10/1/2020,1463.7
