DATE,LNS12000009
3/1/1973,3467
4/1/1973,3398
5/1/1973,3367
6/1/1973,3335
7/1/1973,3346
8/1/1973,3355
9/1/1973,3334
10/1/1973,3309
11/1/1973,3361
12/1/1973,3393
1/1/1974,3398
2/1/1974,3442
3/1/1974,3697
4/1/1974,3658
5/1/1974,3758
6/1/1974,3740
7/1/1974,3725
8/1/1974,3743
9/1/1974,3746
10/1/1974,3748
11/1/1974,3763
12/1/1974,3860
1/1/1975,3734
2/1/1975,3674
3/1/1975,3612
4/1/1975,3641
5/1/1975,3622
6/1/1975,3572
7/1/1975,3644
8/1/1975,3665
9/1/1975,3693
10/1/1975,3712
11/1/1975,3701
12/1/1975,3699
1/1/1976,3730
2/1/1976,3729
3/1/1976,3586
4/1/1976,3688
5/1/1976,3682
6/1/1976,3749
7/1/1976,3761
8/1/1976,3779
9/1/1976,3875
10/1/1976,3921
11/1/1976,3931
12/1/1976,4055
1/1/1977,3922
2/1/1977,3932
3/1/1977,3820
4/1/1977,3933
5/1/1977,4010
6/1/1977,4113
7/1/1977,4190
8/1/1977,4237
9/1/1977,4230
10/1/1977,4222
11/1/1977,4245
12/1/1977,4273
1/1/1978,4339
2/1/1978,4347
3/1/1978,4445
4/1/1978,4496
5/1/1978,4526
6/1/1978,4567
7/1/1978,4558
8/1/1978,4587
9/1/1978,4565
10/1/1978,4658
11/1/1978,4601
12/1/1978,4636
1/1/1979,4680
2/1/1979,4774
3/1/1979,4769
4/1/1979,4827
5/1/1979,4783
6/1/1979,4765
7/1/1979,4784
8/1/1979,4771
9/1/1979,4807
10/1/1979,4803
11/1/1979,4761
12/1/1979,4930
1/1/1980,5561
2/1/1980,5491
3/1/1980,5495
4/1/1980,5436
5/1/1980,5454
6/1/1980,5498
7/1/1980,5520
8/1/1980,5530
9/1/1980,5469
10/1/1980,5580
11/1/1980,5632
12/1/1980,5662
1/1/1981,5684
2/1/1981,5735
3/1/1981,5711
4/1/1981,5836
5/1/1981,5848
6/1/1981,5838
7/1/1981,5851
8/1/1981,5846
9/1/1981,5854
10/1/1981,5855
11/1/1981,5868
12/1/1981,5826
1/1/1982,5823
2/1/1982,5881
3/1/1982,5899
4/1/1982,5845
5/1/1982,5848
6/1/1982,5763
7/1/1982,5731
8/1/1982,5748
9/1/1982,5769
10/1/1982,5801
11/1/1982,5758
12/1/1982,5789
1/1/1983,5811
2/1/1983,5826
3/1/1983,5795
4/1/1983,5935
5/1/1983,5982
6/1/1983,6054
7/1/1983,6146
8/1/1983,6201
9/1/1983,6209
10/1/1983,6229
11/1/1983,6278
12/1/1983,6365
1/1/1984,6443
2/1/1984,6461
3/1/1984,6500
4/1/1984,6463
5/1/1984,6613
6/1/1984,6692
7/1/1984,6698
8/1/1984,6705
9/1/1984,6756
10/1/1984,6747
11/1/1984,6809
12/1/1984,6902
1/1/1985,6701
2/1/1985,6820
3/1/1985,6824
4/1/1985,6801
5/1/1985,6806
6/1/1985,6836
7/1/1985,6867
8/1/1985,7011
9/1/1985,7056
10/1/1985,6992
11/1/1985,6947
12/1/1985,6973
1/1/1986,6986
2/1/1986,6945
3/1/1986,7088
