DATE,CES1021100001
11/1/1982,262
12/1/1982,261.3
1/1/1983,260.1
2/1/1983,258
3/1/1983,256.4
4/1/1983,256.3
5/1/1983,255.7
6/1/1983,254.7
7/1/1983,254.9
8/1/1983,254.7
9/1/1983,254.7
10/1/1983,254.4
11/1/1983,254.5
12/1/1983,253.7
1/1/1984,252.9
2/1/1984,253.5
3/1/1984,253.3
4/1/1984,253.5
5/1/1984,253.7
6/1/1984,253.4
7/1/1984,252.1
8/1/1984,251
9/1/1984,250.6
10/1/1984,250.7
11/1/1984,249.9
12/1/1984,249
1/1/1985,248.5
2/1/1985,247.7
3/1/1985,247
4/1/1985,246.6
5/1/1985,245.7
6/1/1985,245.7
7/1/1985,245
8/1/1985,244.9
9/1/1985,243.7
10/1/1985,241.9
11/1/1985,240.3
12/1/1985,239.9
1/1/1986,236.7
2/1/1986,233.4
3/1/1986,230.8
4/1/1986,225.5
5/1/1986,219.8
6/1/1986,216.5
7/1/1986,215.4
8/1/1986,209.4
9/1/1986,204.2
10/1/1986,204.3
11/1/1986,203
12/1/1986,200.1
1/1/1987,199.3
2/1/1987,198.3
3/1/1987,197.6
4/1/1987,197.3
5/1/1987,197.3
6/1/1987,196.3
7/1/1987,197.2
8/1/1987,197.2
9/1/1987,198.2
10/1/1987,198.9
11/1/1987,198.7
12/1/1987,199.6
1/1/1988,196.8
2/1/1988,196.4
3/1/1988,196.3
4/1/1988,195.6
5/1/1988,195.1
6/1/1988,193.7
7/1/1988,194
8/1/1988,193.9
9/1/1988,193.2
10/1/1988,193.1
11/1/1988,193.1
12/1/1988,192.9
1/1/1989,192.5
2/1/1989,191.7
3/1/1989,191.6
4/1/1989,191.8
5/1/1989,191.3
6/1/1989,191.7
7/1/1989,190.9
8/1/1989,190.7
9/1/1989,190.2
10/1/1989,189.6
11/1/1989,189.3
12/1/1989,190.2
1/1/1990,191.3
2/1/1990,191.9
3/1/1990,191
4/1/1990,190.8
5/1/1990,190.8
6/1/1990,190.3
7/1/1990,190.8
8/1/1990,190.4
9/1/1990,190.5
10/1/1990,188.4
11/1/1990,188.1
12/1/1990,189
1/1/1991,190.6
2/1/1991,191
3/1/1991,190.3
4/1/1991,190.1
5/1/1991,190.7
6/1/1991,192
7/1/1991,192.2
8/1/1991,192.6
9/1/1991,191.9
10/1/1991,191.3
11/1/1991,190.2
12/1/1991,189.1
1/1/1992,188.3
2/1/1992,188.3
3/1/1992,188.4
4/1/1992,187.6
5/1/1992,186.9
6/1/1992,183.7
7/1/1992,182
8/1/1992,178.8
9/1/1992,173.8
10/1/1992,175.8
11/1/1992,175.8
12/1/1992,175.6
1/1/1993,175.2
2/1/1993,173.5
3/1/1993,172.8
4/1/1993,172.2
5/1/1993,171.5
6/1/1993,171
7/1/1993,169.4
8/1/1993,169.9
9/1/1993,169.3
10/1/1993,168.8
11/1/1993,169.2
12/1/1993,167
1/1/1994,166.3
2/1/1994,164.7
3/1/1994,164.2
4/1/1994,163
5/1/1994,162.7
6/1/1994,161.7
7/1/1994,161.2
8/1/1994,162.1
9/1/1994,163.7
10/1/1994,161.3
11/1/1994,159.8
12/1/1994,158.4
1/1/1995,156.3
2/1/1995,154.8
3/1/1995,153.8
4/1/1995,153.2
5/1/1995,152.5
6/1/1995,151.8
7/1/1995,150.8
8/1/1995,150.4
9/1/1995,150.2
10/1/1995,150
11/1/1995,148.9
12/1/1995,148.4
1/1/1996,147.9
2/1/1996,148.1
3/1/1996,147.9
4/1/1996,148.5
5/1/1996,148.8
6/1/1996,147.9
7/1/1996,147.6
8/1/1996,146.7
9/1/1996,144.9
10/1/1996,145.1
11/1/1996,145.4
12/1/1996,145
1/1/1997,145.8
2/1/1997,146.6
3/1/1997,145
4/1/1997,144.4
5/1/1997,143.9
6/1/1997,143.6
7/1/1997,144
8/1/1997,143.3
9/1/1997,142.9
10/1/1997,142.9
11/1/1997,143.3
12/1/1997,143.1
1/1/1998,141.8
2/1/1998,141.8
3/1/1998,141.8
4/1/1998,141.2
5/1/1998,140.3
6/1/1998,141.3
7/1/1998,140.7
8/1/1998,140.9
9/1/1998,140.5
10/1/1998,139.8
11/1/1998,139.2
12/1/1998,139.5
1/1/1999,138.2
2/1/1999,137
3/1/1999,136.8
4/1/1999,133.8
5/1/1999,131
6/1/1999,128.2
7/1/1999,129.6
8/1/1999,129.7
9/1/1999,128.4
10/1/1999,128.2
11/1/1999,127.5
12/1/1999,126.4
1/1/2000,126.1
2/1/2000,126.8
3/1/2000,125.4
4/1/2000,125.6
5/1/2000,125.7
6/1/2000,125.6
7/1/2000,124.5
8/1/2000,123.8
9/1/2000,124.3
10/1/2000,124.6
11/1/2000,123.6
12/1/2000,122.9
1/1/2001,123.5
2/1/2001,122.9
3/1/2001,123.4
4/1/2001,123.5
5/1/2001,123.8
6/1/2001,123.4
7/1/2001,124.3
8/1/2001,124.2
9/1/2001,124.7
10/1/2001,123
11/1/2001,123.9
12/1/2001,124.7
1/1/2002,124.6
2/1/2002,125.5
3/1/2002,123.5
4/1/2002,121.9
5/1/2002,121.9
6/1/2002,121.7
7/1/2002,120.9
8/1/2002,121.1
9/1/2002,120.1
10/1/2002,120.6
11/1/2002,121
12/1/2002,120.7
1/1/2003,120.9
2/1/2003,120.5
3/1/2003,120.9
4/1/2003,121.1
5/1/2003,121.1
6/1/2003,121.2
7/1/2003,120.4
8/1/2003,119.6
9/1/2003,119.4
10/1/2003,119.2
11/1/2003,118.6
12/1/2003,118.4
1/1/2004,119.8
2/1/2004,121.2
3/1/2004,121.4
4/1/2004,122.9
5/1/2004,124.2
6/1/2004,123.6
7/1/2004,123.5
8/1/2004,124.3
9/1/2004,125
10/1/2004,124.3
11/1/2004,124.7
12/1/2004,124.7
1/1/2005,124.1
2/1/2005,123.1
3/1/2005,124.6
4/1/2005,124.6
5/1/2005,125.2
6/1/2005,125
7/1/2005,125.7
8/1/2005,126
9/1/2005,126.8
10/1/2005,127.3
11/1/2005,128.4
12/1/2005,128.1
1/1/2006,128.8
2/1/2006,130
3/1/2006,131.2
4/1/2006,132.8
5/1/2006,133.1
6/1/2006,134.7
7/1/2006,135.1
8/1/2006,136.8
9/1/2006,136.7
10/1/2006,138.3
11/1/2006,138.3
12/1/2006,139.4
1/1/2007,140.7
2/1/2007,141.7
3/1/2007,142.8
4/1/2007,143.8
5/1/2007,144
6/1/2007,145.3
7/1/2007,146.5
8/1/2007,147
9/1/2007,147.2
10/1/2007,149.3
11/1/2007,151.9
12/1/2007,153.5
1/1/2008,154.8
2/1/2008,155
3/1/2008,156.2
4/1/2008,154
5/1/2008,158.8
6/1/2008,159.9
7/1/2008,161.6
8/1/2008,163.3
9/1/2008,164.4
10/1/2008,164.3
11/1/2008,165.3
12/1/2008,167.1
1/1/2009,165.1
2/1/2009,164.4
3/1/2009,162.6
4/1/2009,160.8
5/1/2009,160.5
6/1/2009,160.6
7/1/2009,159.6
8/1/2009,158
9/1/2009,157.7
10/1/2009,157.4
11/1/2009,156.9
12/1/2009,155.3
1/1/2010,156.5
2/1/2010,156.4
3/1/2010,156.7
4/1/2010,157.6
5/1/2010,158.7
6/1/2010,158.1
7/1/2010,158.4
8/1/2010,159.7
9/1/2010,160.2
10/1/2010,161.5
11/1/2010,161.4
12/1/2010,161
1/1/2011,162.7
2/1/2011,164.2
3/1/2011,166.7
4/1/2011,169.6
5/1/2011,170.4
6/1/2011,171.2
7/1/2011,172.7
8/1/2011,173.9
9/1/2011,176.5
10/1/2011,178
11/1/2011,178.7
12/1/2011,180.3
1/1/2012,181.3
2/1/2012,182.4
3/1/2012,184.8
4/1/2012,185.5
5/1/2012,186.6
6/1/2012,188.2
7/1/2012,188.7
8/1/2012,189.3
9/1/2012,189.3
10/1/2012,189.1
11/1/2012,189.7
12/1/2012,191.6
1/1/2013,193.2
2/1/2013,194.5
3/1/2013,193.7
4/1/2013,194.3
5/1/2013,193.5
6/1/2013,192.9
7/1/2013,193.1
8/1/2013,193.5
9/1/2013,193.3
10/1/2013,192.6
11/1/2013,193.5
12/1/2013,193.2
1/1/2014,193.9
2/1/2014,195.5
3/1/2014,193.3
4/1/2014,195.2
5/1/2014,196.7
6/1/2014,198.1
7/1/2014,198.5
8/1/2014,198.1
9/1/2014,198.8
10/1/2014,200.8
11/1/2014,200.7
12/1/2014,200.6
1/1/2015,198.8
2/1/2015,197.3
3/1/2015,196.5
4/1/2015,194.7
5/1/2015,194.2
6/1/2015,193.9
7/1/2015,194.5
8/1/2015,193.5
9/1/2015,192.5
10/1/2015,189.9
11/1/2015,188.7
12/1/2015,187.7
1/1/2016,187
2/1/2016,185
3/1/2016,182.3
4/1/2016,178.3
5/1/2016,174.5
6/1/2016,169.7
7/1/2016,166.5
8/1/2016,164.6
9/1/2016,161
10/1/2016,158.5
11/1/2016,157.1
12/1/2016,153.1
1/1/2017,149.6
2/1/2017,148.1
3/1/2017,144.5
4/1/2017,144.9
5/1/2017,143.8
6/1/2017,143
7/1/2017,142.2
8/1/2017,141.9
9/1/2017,143.6
10/1/2017,142.2
11/1/2017,141.5
12/1/2017,139.9
1/1/2018,141.3
2/1/2018,140.9
3/1/2018,142.8
4/1/2018,142.8
5/1/2018,142.9
6/1/2018,143.2
7/1/2018,142.9
8/1/2018,142.4
9/1/2018,141.3
10/1/2018,141.3
11/1/2018,141.8
12/1/2018,141.4
1/1/2019,142.4
2/1/2019,143.6
3/1/2019,143.9
4/1/2019,146.1
5/1/2019,147.8
6/1/2019,149.6
7/1/2019,149.9
8/1/2019,152.3
9/1/2019,154.3
10/1/2019,155.8
11/1/2019,155.9
12/1/2019,157.9
1/1/2020,155.8
2/1/2020,156.6
3/1/2020,156.4
4/1/2020,155.4
5/1/2020,153.5
6/1/2020,153.6
7/1/2020,155.2
8/1/2020,156
9/1/2020,157.5
10/1/2020,158.9
