DATE,LREM55MAUSM156S
1/1/2000,65.87279694
2/1/2000,66.49699118
3/1/2000,65.84495948
4/1/2000,65.7333342
5/1/2000,65.575767
6/1/2000,65.42020786
7/1/2000,65.39860519
8/1/2000,66.00089811
9/1/2000,65.98296644
10/1/2000,65.22296937
11/1/2000,65.07348858
12/1/2000,65.39384441
1/1/2001,65.62276437
2/1/2001,65.77088311
3/1/2001,66.0161834
4/1/2001,66.39576208
5/1/2001,66.22450554
6/1/2001,65.76117624
7/1/2001,65.65102241
8/1/2001,65.9361555
9/1/2001,66.15660573
10/1/2001,65.621081
11/1/2001,66.24764704
12/1/2001,66.26994796
1/1/2002,65.96786175
2/1/2002,65.93808267
3/1/2002,65.50947611
4/1/2002,65.69498609
5/1/2002,66.16112079
6/1/2002,65.98180715
7/1/2002,66.33376262
8/1/2002,66.39212125
9/1/2002,67.28907136
10/1/2002,67.14993781
11/1/2002,66.36443192
12/1/2002,66.37675442
1/1/2003,66.00768608
2/1/2003,65.84100195
3/1/2003,65.40826199
4/1/2003,65.48060815
5/1/2003,65.17529232
6/1/2003,64.49464879
7/1/2003,65.05947194
8/1/2003,65.66419575
9/1/2003,65.40058964
10/1/2003,66.20839084
11/1/2003,66.35266646
12/1/2003,66.38337071
1/1/2004,66.73272163
2/1/2004,66.6078481
3/1/2004,66.8844684
4/1/2004,65.83497275
5/1/2004,65.20884182
6/1/2004,65.24765199
7/1/2004,65.57540699
8/1/2004,66.41207784
9/1/2004,65.37394363
10/1/2004,65.75885404
11/1/2004,66.40595581
12/1/2004,66.24969361
1/1/2005,66.02264989
2/1/2005,66.54846749
3/1/2005,67.00181255
4/1/2005,67.31257764
5/1/2005,67.28048477
6/1/2005,67.49378236
7/1/2005,66.98812835
8/1/2005,67.54554763
9/1/2005,66.8526002
10/1/2005,67.21245629
11/1/2005,66.81373604
12/1/2005,66.74520909
1/1/2006,67.48473416
2/1/2006,67.54902383
3/1/2006,68.20941344
4/1/2006,68.03443699
5/1/2006,67.3194866
6/1/2006,67.54428441
7/1/2006,66.99559803
8/1/2006,67.01270538
9/1/2006,67.84967559
10/1/2006,67.28681702
11/1/2006,67.37824817
12/1/2006,67.45019685
1/1/2007,67.00310634
2/1/2007,67.1584102
3/1/2007,67.48240718
4/1/2007,67.16153138
5/1/2007,67.03763545
6/1/2007,67.26092856
7/1/2007,67.78889638
8/1/2007,67.48638679
9/1/2007,67.516736
10/1/2007,67.40702442
11/1/2007,67.99892423
12/1/2007,67.59205004
1/1/2008,68.44492474
2/1/2008,68.35656247
3/1/2008,68.37269623
4/1/2008,68.10526083
5/1/2008,67.60163081
6/1/2008,68.06940273
7/1/2008,67.81731361
8/1/2008,67.19546216
9/1/2008,67.00425444
10/1/2008,67.30758711
11/1/2008,67.06482962
12/1/2008,67.07961358
1/1/2009,67.27514566
2/1/2009,66.96738405
3/1/2009,65.9147602
4/1/2009,65.56725807
5/1/2009,65.86667581
6/1/2009,65.31769198
7/1/2009,65.21802046
8/1/2009,64.19288345
9/1/2009,64.45469645
10/1/2009,63.83552446
11/1/2009,63.69558589
12/1/2009,64.00073451
1/1/2010,64.43226217
2/1/2010,64.69956884
3/1/2010,65.201414
4/1/2010,65.28126115
5/1/2010,64.70355007
6/1/2010,64.54196222
7/1/2010,64.67870172
8/1/2010,64.00495075
9/1/2010,64.28824374
10/1/2010,63.41505341
11/1/2010,63.72477014
12/1/2010,63.92816589
1/1/2011,63.99304761
2/1/2011,64.22262711
3/1/2011,64.54409862
4/1/2011,64.63461778
5/1/2011,64.03063437
6/1/2011,63.70381638
7/1/2011,63.84996699
8/1/2011,64.40286893
9/1/2011,65.16119081
10/1/2011,64.34543025
11/1/2011,64.81321018
12/1/2011,64.8005559
1/1/2012,64.95707101
2/1/2012,65.65241576
3/1/2012,65.21372313
4/1/2012,64.71567093
5/1/2012,64.96444108
6/1/2012,65.17835978
7/1/2012,64.95892932
8/1/2012,65.8028618
9/1/2012,65.97544549
10/1/2012,66.25778068
11/1/2012,66.04121832
12/1/2012,66.35832996
1/1/2013,66.48473903
2/1/2013,66.31098379
3/1/2013,66.5310055
4/1/2013,66.04781644
5/1/2013,65.6576588
6/1/2013,65.87455191
7/1/2013,65.593382
8/1/2013,65.8935345
9/1/2013,65.97634089
10/1/2013,65.86248752
11/1/2013,65.87043609
12/1/2013,65.83478527
1/1/2014,65.834224
2/1/2014,66.10471398
3/1/2014,66.54798625
4/1/2014,66.32747252
5/1/2014,66.87752841
6/1/2014,66.82901973
7/1/2014,66.99315981
8/1/2014,66.96321919
9/1/2014,67.30404024
10/1/2014,66.88177295
11/1/2014,67.15215046
12/1/2014,67.19746257
1/1/2015,67.16296209
2/1/2015,66.46762404
3/1/2015,67.06183005
4/1/2015,67.64673209
5/1/2015,67.56454875
6/1/2015,67.241244
7/1/2015,67.38349038
8/1/2015,66.55886532
9/1/2015,66.38177618
10/1/2015,66.83378135
11/1/2015,67.06203522
12/1/2015,67.48301523
1/1/2016,67.7055427
2/1/2016,67.3221499
3/1/2016,66.90920994
4/1/2016,67.45508224
5/1/2016,67.29600267
6/1/2016,67.54541588
7/1/2016,67.9194622
8/1/2016,67.51316203
9/1/2016,67.44700134
10/1/2016,67.630459
11/1/2016,67.6530619
12/1/2016,67.51386317
1/1/2017,67.96253147
2/1/2017,67.78858573
3/1/2017,67.92144156
4/1/2017,68.3761233
5/1/2017,68.45467533
6/1/2017,68.82737511
7/1/2017,68.59363846
8/1/2017,68.59048054
9/1/2017,68.52701767
10/1/2017,68.67816401
11/1/2017,68.4414768
12/1/2017,68.17887613
1/1/2018,68.33494731
2/1/2018,68.78732088
3/1/2018,68.27210794
4/1/2018,68.96185132
5/1/2018,69.66763815
6/1/2018,69.01578787
7/1/2018,69.55064141
8/1/2018,69.56440282
9/1/2018,68.93554029
10/1/2018,69.48109252
11/1/2018,69.34818551
12/1/2018,69.28816636
1/1/2019,69.04030329
2/1/2019,69.67760044
3/1/2019,69.14756775
4/1/2019,69.65883537
5/1/2019,69.82336687
6/1/2019,69.92061569
7/1/2019,70.28498498
8/1/2019,70.35251097
9/1/2019,70.0142827
10/1/2019,69.59431819
11/1/2019,69.81702986
12/1/2019,69.90640502
1/1/2020,69.76179259
2/1/2020,69.83935145
3/1/2020,69.01557613
4/1/2020,62.47748895
5/1/2020,63.32608379
6/1/2020,64.57638422
7/1/2020,65.25575739
8/1/2020,65.90988267
9/1/2020,65.88218234
10/1/2020,66.54445705
